Sentence Index File 1,Sentence in File 1,Sentence Index File 2,Sentence in File 2,Similarity Score
91,"Anti-NS1 mAb 2E8, which can inhibit NS1-induced vascular leakage, was able to inhibit NS1-induced CD138 shedding (Fig 3B)",15,"Anti-NS1 mAb 2E8, which can inhibit NS1-induced vascular leakage, was able to inhibit NS1-induced CD138 shedding (Fig 3B) [19].",0.9614642747413623
92,"Nonstructural protein 1 (NS1) of dengue virus (DENV) can stimulate endothelial cells to secrete endothelial hyperpermeability factor, macrophage migration inhibitory factor (MIF), and the glycocalyx degradation factor heparanase 1 (HPA-1).",0,"Nonstructural protein 1 (NS1) of dengue virus (DENV) can stimulate endothelial cells to secrete endothelial hyperpermeability factor, macrophage migration inhibitory factor (MIF), and the glycocalyx degradation factor heparanase 1 (HPA-1).",1.0000000000000002
93,"Nonstructural protein 1 (NS1) of dengue virus (DENV) can stimulate endothelial cells to secrete endothelial hyperpermeability factor, macrophage migration inhibitory factor (MIF), and the glycocalyx degradation factor heparanase 1 (HPA-1).",0,"Nonstructural protein 1 (NS1) of dengue virus (DENV) can stimulate endothelial cells to secrete endothelial hyperpermeability factor, macrophage migration inhibitory factor (MIF), and the glycocalyx degradation factor heparanase 1 (HPA-1).",1.0000000000000002
94,"According to a previous study, NS1 can induce endothelial cells to secrete HPA-1 to disrupt the endothelial glycocalyx, and this disruption is characterized by CD138 shedding [18].",11,"According to a previous study, NS1 can induce endothelial cells to secrete HPA-1 to disrupt the endothelial glycocalyx, and this disruption is characterized by CD138 shedding [18].",1.0
95,"To further investigate the underlying mechanism of NS1-induced HPA-1 secretion, human umbilical vein endothelial cells (HUVECs) were stimulated with NS1 for various durations.",12,"To further investigate the underlying mechanism of NS1-induced HPA-1 secretion, human umbilical vein endothelial cells (HUVECs) were stimulated with NS1 for various durations.",1.0
96,"In contrast, another anti-NS1 mAb (DN5C6), which was used as a negative control, failed to inhibit NS1-induced CD138 shedding from endothelial cells (Fig 3B)",16,"In contrast, another anti-NS1 mAb (DN5C6), which was used as a negative control, failed to inhibit NS1-induced CD138 shedding from endothelial cells (Fig 3B) [19].",0.9672986606709182
97,"Nonstructural protein 1 (NS1) of dengue virus (DENV) can stimulate endothelial cells to secrete endothelial hyperpermeability factor, macrophage migration inhibitory factor (MIF), and the glycocalyx degradation factor heparanase 1 (HPA-1).",0,"Nonstructural protein 1 (NS1) of dengue virus (DENV) can stimulate endothelial cells to secrete endothelial hyperpermeability factor, macrophage migration inhibitory factor (MIF), and the glycocalyx degradation factor heparanase 1 (HPA-1).",1.0000000000000002
98,"Nonstructural protein 1 (NS1) of dengue virus (DENV) can stimulate endothelial cells to secrete endothelial hyperpermeability factor, macrophage migration inhibitory factor (MIF), and the glycocalyx degradation factor heparanase 1 (HPA-1).",0,"Nonstructural protein 1 (NS1) of dengue virus (DENV) can stimulate endothelial cells to secrete endothelial hyperpermeability factor, macrophage migration inhibitory factor (MIF), and the glycocalyx degradation factor heparanase 1 (HPA-1).",1.0000000000000002
99,"According to a previous study, NS1 can induce endothelial cells to secrete HPA-1 to disrupt the endothelial glycocalyx, and this disruption is characterized by CD138 shedding [18].",11,"According to a previous study, NS1 can induce endothelial cells to secrete HPA-1 to disrupt the endothelial glycocalyx, and this disruption is characterized by CD138 shedding [18].",1.0
100,"To further investigate the underlying mechanism of NS1-induced HPA-1 secretion, human umbilical vein endothelial cells (HUVECs) were stimulated with NS1 for various durations.",12,"To further investigate the underlying mechanism of NS1-induced HPA-1 secretion, human umbilical vein endothelial cells (HUVECs) were stimulated with NS1 for various durations.",1.0
101,"NS1 stimulation also increased the active HPA-1 level in endothelial cell lysates, which was abolished by mAb 2E8 but not control mouse IgG (S2A Fig).",74,"NS1 stimulation also increased the active HPA-1 level in endothelial cell lysates, which was abolished by mAb 2E8 but not control mouse IgG (S2A Fig).",1.0
102,"To confirm that HPA-1 is involved in NS1-induced endothelial hyperpermeability and CD138 shedding, recombinant HPA-1 protein and the HPA-1 inhibitor OGT 2115 were used.",17,"To confirm that HPA-1 is involved in NS1-induced endothelial hyperpermeability and CD138 shedding, recombinant HPA-1 protein and the HPA-1 inhibitor OGT 2115 were used.",1.0000000000000002
103,"To confirm that HPA-1 is involved in NS1-induced endothelial hyperpermeability and CD138 shedding, recombinant HPA-1 protein and the HPA-1 inhibitor OGT 2115 were used.",17,"To confirm that HPA-1 is involved in NS1-induced endothelial hyperpermeability and CD138 shedding, recombinant HPA-1 protein and the HPA-1 inhibitor OGT 2115 were used.",1.0000000000000002
104,"To confirm that HPA-1 is involved in NS1-induced endothelial hyperpermeability and CD138 shedding, recombinant HPA-1 protein and the HPA-1 inhibitor OGT 2115 were used.",17,"To confirm that HPA-1 is involved in NS1-induced endothelial hyperpermeability and CD138 shedding, recombinant HPA-1 protein and the HPA-1 inhibitor OGT 2115 were used.",1.0000000000000002
105,Inoculating the mice with native but not heat-denatured recombinant HPA-1 directly induced vascular leakage (S2B Fig).,50,"Furthermore, the inhibition of MIF and MMP-9 also attenuated NS1-induced vascular leakage in mice (S9 Fig).",0.21662185495484565
106,"Furthermore, cotreatment with OGT 2115 attenuated NS1-induced endothelial hyperpermeability (Fig 3C) and reduced CD138 release to levels similar to those of the phosphate-buffered saline (PBS) control in vitro (Fig 3D).",75,"Furthermore, cotreatment with OGT 2115 attenuated NS1-induced endothelial hyperpermeability (Fig 3C) and reduced CD138 release to levels similar to those of the phosphate-buffered saline (PBS) control in vitro (Fig 3D).",1.0
107,"Furthermore, cotreatment with OGT 2115 attenuated NS1-induced endothelial hyperpermeability (Fig 3C) and reduced CD138 release to levels similar to those of the phosphate-buffered saline (PBS) control in vitro (Fig 3D).",75,"Furthermore, cotreatment with OGT 2115 attenuated NS1-induced endothelial hyperpermeability (Fig 3C) and reduced CD138 release to levels similar to those of the phosphate-buffered saline (PBS) control in vitro (Fig 3D).",1.0
108,DENV NS1-induced HPA-1 secretion leading to glycocalyx degradation and hyperpermeability is MIF dependent.,68,"In addition, NS1 can induce the expression and activation of HPA-1, leading to endothelial glycocalyx degradation and hyperpermeability [18].",0.40800387797260307
109,DENV NS1-induced HPA-1 secretion leading to glycocalyx degradation and hyperpermeability is MIF dependent.,68,"In addition, NS1 can induce the expression and activation of HPA-1, leading to endothelial glycocalyx degradation and hyperpermeability [18].",0.40800387797260307
110,DENV NS1-induced HPA-1 secretion leading to glycocalyx degradation and hyperpermeability is MIF dependent.,68,"In addition, NS1 can induce the expression and activation of HPA-1, leading to endothelial glycocalyx degradation and hyperpermeability [18].",0.40800387797260307
111,DENV NS1-induced HPA-1 secretion leading to glycocalyx degradation and hyperpermeability is MIF dependent.,68,"In addition, NS1 can induce the expression and activation of HPA-1, leading to endothelial glycocalyx degradation and hyperpermeability [18].",0.40800387797260307
112,"(A) HUVECs were treated with PBS or 20 μg/ml NS1 recombinant proteins for the indicated time, followed by collection of the supernatants for CD138 detection by ELISA.",12,"To further investigate the underlying mechanism of NS1-induced HPA-1 secretion, human umbilical vein endothelial cells (HUVECs) were stimulated with NS1 for various durations.",0.17045823913952973
113,"(n = 4) (B) HUVECs were treated with PBS, 20 μg/ml NS1, or 20 μg/ml NS1 mixed with 10 μg/ml anti-NS1 antibodies (2E8 or DN5C6).",77,The result shows that 10 μg/ml NS1 was sufficient to induce MIF secretion (S3A Fig).,0.3269965632014572
114,"(n = 4) (B) HUVECs were treated with PBS, 20 μg/ml NS1, or 20 μg/ml NS1 mixed with 10 μg/ml anti-NS1 antibodies (2E8 or DN5C6).",77,The result shows that 10 μg/ml NS1 was sufficient to induce MIF secretion (S3A Fig).,0.3269965632014572
115,"(C) HUVECs seeded as monolayers in upper Transwell chambers were treated with PBS, 20 μg/ml NS1 or 20 μg/ml NS1 mixed with DMSO or the indicated concentration of OGT 2115.",77,The result shows that 10 μg/ml NS1 was sufficient to induce MIF secretion (S3A Fig).,0.17613083274171432
116,"(C) HUVECs seeded as monolayers in upper Transwell chambers were treated with PBS, 20 μg/ml NS1 or 20 μg/ml NS1 mixed with DMSO or the indicated concentration of OGT 2115.",77,The result shows that 10 μg/ml NS1 was sufficient to induce MIF secretion (S3A Fig).,0.17613083274171432
117,(D) HUVECs were treated with PBS or 20 μg/ml NS1 with or without 5 μM OGT 2115.,75,"Furthermore, cotreatment with OGT 2115 attenuated NS1-induced endothelial hyperpermeability (Fig 3C) and reduced CD138 release to levels similar to those of the phosphate-buffered saline (PBS) control in vitro (Fig 3D).",0.15792029216518408
118,(D) HUVECs were treated with PBS or 20 μg/ml NS1 with or without 5 μM OGT 2115.,75,"Furthermore, cotreatment with OGT 2115 attenuated NS1-induced endothelial hyperpermeability (Fig 3C) and reduced CD138 release to levels similar to those of the phosphate-buffered saline (PBS) control in vitro (Fig 3D).",0.15792029216518408
119,"(E) HUVECs were treated with PBS or 20 μg/ml NS1 with or without 100 μM p425, 50 μM ISO-1, or 10 μg/ml anti-MIF antibodies, as indicated.",77,The result shows that 10 μg/ml NS1 was sufficient to induce MIF secretion (S3A Fig).,0.23810195421567473
120,"HUVECs were treated with PBS or 20 μg/ml NS1 with or without p425, ISO-1 or anti-MIF antibodies.",73,"Moreover, HPA-1, MMP-9, and CD138 secretion after NS1 stimulation was blocked by MIF inhibitors or antibodies both in vitro and in mice.",0.16504478271081283
121,"HUVECs were treated with PBS or 20 μg/ml NS1 with or without p425, ISO-1 or anti-MIF antibodies.",73,"Moreover, HPA-1, MMP-9, and CD138 secretion after NS1 stimulation was blocked by MIF inhibitors or antibodies both in vitro and in mice.",0.16504478271081283
122,"HUVECs were treated with PBS or 20 μg/ml NS1 with or without p425, ISO-1 or anti-MIF antibodies.",73,"Moreover, HPA-1, MMP-9, and CD138 secretion after NS1 stimulation was blocked by MIF inhibitors or antibodies both in vitro and in mice.",0.16504478271081283
123,"HUVECs were treated with PBS or 20 μg/ml NS1 with or without p425, ISO-1 or anti-MIF antibodies.",73,"Moreover, HPA-1, MMP-9, and CD138 secretion after NS1 stimulation was blocked by MIF inhibitors or antibodies both in vitro and in mice.",0.16504478271081283
124,"HUVECs were treated with PBS or 20 μg/ml NS1 with or without p425, ISO-1 or anti-MIF antibodies.",73,"Moreover, HPA-1, MMP-9, and CD138 secretion after NS1 stimulation was blocked by MIF inhibitors or antibodies both in vitro and in mice.",0.16504478271081283
125,(G) HUVECs were treated with PBS or NS1 (20 μg/ml) with or without anti-MIF polyclonal antibodies (10 μg/ml) for 24 h. The distribution of HPA-1 (red) and CD138 (green) was assessed by staining with specific antibodies.,77,The result shows that 10 μg/ml NS1 was sufficient to induce MIF secretion (S3A Fig).,0.2488794659705993
126,Sialic acid expression on HUVECs monolayers was assessed by staining with WGA-FITC (green).,69,"As shown in Fig 3G, NS1-induced HPA-1 expression, CD138 deposition and sialic acid degradation could also be rescued by MIF inhibition.",0.23026882975657573
127,"In addition to HPA-1, MIF is also capable of inducing endothelial hyperpermeability [19].",113,"DENV NS1 may bind to the TLR4 of leukocytes, inducing the secretion of cytokines and MMPs, or it may directly bind to endothelial cells, inducing the secretion of HPA-1, both of which can cause glycocalyx degradation and subsequent vascular leakage.",0.2758626733718642
128,"As a result, the MIF concentration in the conditioned medium obtained from NS1-stimulated HUVECs was measured.",43,Similar results were found for the supernatant obtained from NS1-stimulated leukocytes (S6 Fig).,0.29156258226123016
129,The result shows that 10 μg/ml NS1 was sufficient to induce MIF secretion (S3A Fig).,77,The result shows that 10 μg/ml NS1 was sufficient to induce MIF secretion (S3A Fig).,1.0
130,"Furthermore, the conditioned medium obtained from NS1-stimulated HUVECs could induce endothelial hyperpermeability and CD138 shedding after incubation with another HUVEC monolayer (S3B and S3C Fig).",21,The results show that both the anti-MIF antibodies and OGT 2115 attenuated NS1-stimulated conditioned medium-induced HUVEC hyperpermeability and CD138 shedding (S3D and S3E Fig).,0.30734442466745815
131,"To clarify which protein mediates NS1-induced endothelial hyperpermeability and CD138 shedding, MIF-blocking antibodies, the HPA-1 inhibitor OGT 2115 and NS1-blocking antibodies were used.",19,"To clarify which protein mediates NS1-induced endothelial hyperpermeability and CD138 shedding, MIF-blocking antibodies, the HPA-1 inhibitor OGT 2115 and NS1-blocking antibodies were used.",1.0
132,"To clarify which protein mediates NS1-induced endothelial hyperpermeability and CD138 shedding, MIF-blocking antibodies, the HPA-1 inhibitor OGT 2115 and NS1-blocking antibodies were used.",19,"To clarify which protein mediates NS1-induced endothelial hyperpermeability and CD138 shedding, MIF-blocking antibodies, the HPA-1 inhibitor OGT 2115 and NS1-blocking antibodies were used.",1.0
133,"To clarify which protein mediates NS1-induced endothelial hyperpermeability and CD138 shedding, MIF-blocking antibodies, the HPA-1 inhibitor OGT 2115 and NS1-blocking antibodies were used.",19,"To clarify which protein mediates NS1-induced endothelial hyperpermeability and CD138 shedding, MIF-blocking antibodies, the HPA-1 inhibitor OGT 2115 and NS1-blocking antibodies were used.",1.0
134,"To clarify which protein mediates NS1-induced endothelial hyperpermeability and CD138 shedding, MIF-blocking antibodies, the HPA-1 inhibitor OGT 2115 and NS1-blocking antibodies were used.",19,"To clarify which protein mediates NS1-induced endothelial hyperpermeability and CD138 shedding, MIF-blocking antibodies, the HPA-1 inhibitor OGT 2115 and NS1-blocking antibodies were used.",1.0
135,"To clarify which protein mediates NS1-induced endothelial hyperpermeability and CD138 shedding, MIF-blocking antibodies, the HPA-1 inhibitor OGT 2115 and NS1-blocking antibodies were used.",19,"To clarify which protein mediates NS1-induced endothelial hyperpermeability and CD138 shedding, MIF-blocking antibodies, the HPA-1 inhibitor OGT 2115 and NS1-blocking antibodies were used.",1.0
136,The results show that both the anti-MIF antibodies and OGT 2115 attenuated NS1-stimulated conditioned medium-induced HUVEC hyperpermeability and CD138 shedding (S3D and S3E Fig).,21,The results show that both the anti-MIF antibodies and OGT 2115 attenuated NS1-stimulated conditioned medium-induced HUVEC hyperpermeability and CD138 shedding (S3D and S3E Fig).,1.0000000000000004
137,The results show that both the anti-MIF antibodies and OGT 2115 attenuated NS1-stimulated conditioned medium-induced HUVEC hyperpermeability and CD138 shedding (S3D and S3E Fig).,21,The results show that both the anti-MIF antibodies and OGT 2115 attenuated NS1-stimulated conditioned medium-induced HUVEC hyperpermeability and CD138 shedding (S3D and S3E Fig).,1.0000000000000004
138,The results show that both the anti-MIF antibodies and OGT 2115 attenuated NS1-stimulated conditioned medium-induced HUVEC hyperpermeability and CD138 shedding (S3D and S3E Fig).,21,The results show that both the anti-MIF antibodies and OGT 2115 attenuated NS1-stimulated conditioned medium-induced HUVEC hyperpermeability and CD138 shedding (S3D and S3E Fig).,1.0000000000000004
139,The results show that both the anti-MIF antibodies and OGT 2115 attenuated NS1-stimulated conditioned medium-induced HUVEC hyperpermeability and CD138 shedding (S3D and S3E Fig).,21,The results show that both the anti-MIF antibodies and OGT 2115 attenuated NS1-stimulated conditioned medium-induced HUVEC hyperpermeability and CD138 shedding (S3D and S3E Fig).,1.0000000000000004
140,"Interestingly, the NS1-blocking antibody 2E8 only partially diminished the conditioned medium-induced HUVEC hyperpermeability but not the conditioned medium-induced HUVEC CD138 shedding (S3D and S3E Fig).",36,"Interestingly, the NS1-blocking antibody 2E8 only partially diminished the conditioned medium-induced HUVEC hyperpermeability but not the conditioned medium-induced HUVEC CD138 shedding (S3D and S3E Fig).",1.0
141,"Interestingly, the NS1-blocking antibody 2E8 only partially diminished the conditioned medium-induced HUVEC hyperpermeability but not the conditioned medium-induced HUVEC CD138 shedding (S3D and S3E Fig).",36,"Interestingly, the NS1-blocking antibody 2E8 only partially diminished the conditioned medium-induced HUVEC hyperpermeability but not the conditioned medium-induced HUVEC CD138 shedding (S3D and S3E Fig).",1.0
142,"Cotreatment with MIF inhibitors (anti-MIF antibodies, ISO-1, and p425) and NS1 also attenuated the NS1-induced HPA-1 secretion (Fig 3E) and CD138 shedding of endothelial cells (Fig 3F).",21,The results show that both the anti-MIF antibodies and OGT 2115 attenuated NS1-stimulated conditioned medium-induced HUVEC hyperpermeability and CD138 shedding (S3D and S3E Fig).,0.3297409672065332
143,"Cotreatment with MIF inhibitors (anti-MIF antibodies, ISO-1, and p425) and NS1 also attenuated the NS1-induced HPA-1 secretion (Fig 3E) and CD138 shedding of endothelial cells (Fig 3F).",21,The results show that both the anti-MIF antibodies and OGT 2115 attenuated NS1-stimulated conditioned medium-induced HUVEC hyperpermeability and CD138 shedding (S3D and S3E Fig).,0.3297409672065332
144,"In addition, we also visualized the HPA-1 expression, CD138 deposition and sialic acid expression using immunofluorescence with anti-HPA antibodies, anti-CD138 antibodies and wheat germ agglutinin (WGA) lectin which can bind to sialic acids and other sugars such as N-acetylglucosamine.",69,"As shown in Fig 3G, NS1-induced HPA-1 expression, CD138 deposition and sialic acid degradation could also be rescued by MIF inhibition.",0.35310761569314086
145,"In addition, we also visualized the HPA-1 expression, CD138 deposition and sialic acid expression using immunofluorescence with anti-HPA antibodies, anti-CD138 antibodies and wheat germ agglutinin (WGA) lectin which can bind to sialic acids and other sugars such as N-acetylglucosamine.",69,"As shown in Fig 3G, NS1-induced HPA-1 expression, CD138 deposition and sialic acid degradation could also be rescued by MIF inhibition.",0.35310761569314086
146,"As shown in Fig 3G, NS1-induced HPA-1 expression, CD138 deposition and sialic acid degradation could also be rescued by MIF inhibition.",69,"As shown in Fig 3G, NS1-induced HPA-1 expression, CD138 deposition and sialic acid degradation could also be rescued by MIF inhibition.",0.9999999999999999
147,"As shown in Fig 3G, NS1-induced HPA-1 expression, CD138 deposition and sialic acid degradation could also be rescued by MIF inhibition.",69,"As shown in Fig 3G, NS1-induced HPA-1 expression, CD138 deposition and sialic acid degradation could also be rescued by MIF inhibition.",0.9999999999999999
148,"As shown in Fig 3G, NS1-induced HPA-1 expression, CD138 deposition and sialic acid degradation could also be rescued by MIF inhibition.",69,"As shown in Fig 3G, NS1-induced HPA-1 expression, CD138 deposition and sialic acid degradation could also be rescued by MIF inhibition.",0.9999999999999999
149,"As shown in Fig 3G, NS1-induced HPA-1 expression, CD138 deposition and sialic acid degradation could also be rescued by MIF inhibition.",69,"As shown in Fig 3G, NS1-induced HPA-1 expression, CD138 deposition and sialic acid degradation could also be rescued by MIF inhibition.",0.9999999999999999
150,"As shown in Fig 3G, NS1-induced HPA-1 expression, CD138 deposition and sialic acid degradation could also be rescued by MIF inhibition.",69,"As shown in Fig 3G, NS1-induced HPA-1 expression, CD138 deposition and sialic acid degradation could also be rescued by MIF inhibition.",0.9999999999999999
151,"As shown in Fig 3G, NS1-induced HPA-1 expression, CD138 deposition and sialic acid degradation could also be rescued by MIF inhibition.",69,"As shown in Fig 3G, NS1-induced HPA-1 expression, CD138 deposition and sialic acid degradation could also be rescued by MIF inhibition.",0.9999999999999999
152,"However, the HPA-1 inhibitor OGT 2115 failed to affect MIF secretion, suggested that MIF is the upstream effector of HPA-1 (S3F Fig).",17,"To confirm that HPA-1 is involved in NS1-induced endothelial hyperpermeability and CD138 shedding, recombinant HPA-1 protein and the HPA-1 inhibitor OGT 2115 were used.",0.3024508299002342
153,The results show that MIF increased CD138 shedding and the active HPA-1 level in HUVECs (S4A and S4B Fig).,79,The results show that MIF increased CD138 shedding and the active HPA-1 level in HUVECs (S4A and S4B Fig).,1.0000000000000002
154,The results show that MIF increased CD138 shedding and the active HPA-1 level in HUVECs (S4A and S4B Fig).,79,The results show that MIF increased CD138 shedding and the active HPA-1 level in HUVECs (S4A and S4B Fig).,1.0000000000000002
155,The increased HPA-1 expression and CD138 deposition after MIF stimulation could also be observed by immunofluorescence (S4C Fig).,69,"As shown in Fig 3G, NS1-induced HPA-1 expression, CD138 deposition and sialic acid degradation could also be rescued by MIF inhibition.",0.41086838206631887
156,The increased HPA-1 expression and CD138 deposition after MIF stimulation could also be observed by immunofluorescence (S4C Fig).,69,"As shown in Fig 3G, NS1-induced HPA-1 expression, CD138 deposition and sialic acid degradation could also be rescued by MIF inhibition.",0.41086838206631887
157,"These results indicate that NS1 can induce the MIF-mediated secretion of active HPA-1, leading to endothelial glycocalyx degradation.",80,"These results indicate that NS1 can induce the MIF-mediated secretion of active HPA-1, leading to endothelial glycocalyx degradation.",1.0000000000000002
158,"These results indicate that NS1 can induce the MIF-mediated secretion of active HPA-1, leading to endothelial glycocalyx degradation.",80,"These results indicate that NS1 can induce the MIF-mediated secretion of active HPA-1, leading to endothelial glycocalyx degradation.",1.0000000000000002
159,DENV NS1 induces MMP-9 secretion in THP-1 cells and leukocytes,81,DENV NS1 induces MMP-9 secretion in THP-1 cells and leukocytes.,1.0
160,Since MMPs can degrade the endothelial glycocalyx and several MMPs are upregulated during DENV infection,42,"To obtain the secretion profile of MMPs, we used an MMP antibody array to analyze which MMPs were increased by NS1 in PMA-activated THP-1 cells and leukocytes.",0.21976225037014474
161,Since MMPs can degrade the endothelial glycocalyx and several MMPs are upregulated during DENV infection,42,"To obtain the secretion profile of MMPs, we used an MMP antibody array to analyze which MMPs were increased by NS1 in PMA-activated THP-1 cells and leukocytes.",0.21976225037014474
162,"[30, 31], we speculated that MMPs are involved in NS1-induced glycocalyx degradation.",58,It is known that DENV infection induces dendritic cells to secrete MMP-9 [31].,0.19588779871458478
163,"Because a previous study has indicated that an increase in circulating MMP-9 levels is associated with dengue disease severity [32], we first examined whether NS1 induces MMP-9 secretion.",82,"Because a previous study has indicated that an increase in circulating MMP-9 levels is associated with dengue disease severity [32], we first examined whether NS1 induces MMP-9 secretion.",0.9999999999999999
164,"However, we found that NS1 barely induced MMP-9 secretion in HUVECs (Fig 4A).",83,"However, we found that NS1 barely induced MMP-9 secretion in HUVECs (Fig 4A).",1.0
165,"Since MMPs are primarily secreted by leukocytes (white blood cells, WBCs), including neutrophils and monocytes [33], we tested whether NS1 could induce MMP secretion in human leukocytes, peripheral blood mononuclear cells (PBMCs), and THP-1 human monocytes.",39,"Since MMPs are primarily secreted by leukocytes (white blood cells, WBCs), including neutrophils and monocytes [33], we tested whether NS1 could induce MMP secretion in human leukocytes, peripheral blood mononuclear cells (PBMCs), and THP-1 human monocytes.",1.0000000000000002
166,"We found that NS1 induced MMP-9 secretion in freshly isolated leukocytes after 3 h of stimulation (Fig 4B), an effect that was attenuated by the NS1-blocking antibody 2E8 (Fig 4C).",40,"We found that NS1 induced MMP-9 secretion in freshly isolated leukocytes after 3 h of stimulation (Fig 4B), an effect that was attenuated by the NS1-blocking antibody 2E8 (Fig 4C).",1.0
167,"Similarly, NS1 induced phorbol myristate acetate (PMA)-activated THP-1 cells to secrete MMP-9 after incubation for 3 h (Fig 4D).",41,"Similarly, NS1 induced phorbol myristate acetate (PMA)-activated THP-1 cells to secrete MMP-9 after incubation for 3 h (Fig 4D).",1.0000000000000002
168,"However, neither MIF nor MMP-9 secretion was significantly induced in NS1-stimulated PBMCs compared to the controls (S5A and S5B Fig).",105,"In this study, we further demonstrated that the NS1 stimulation of leukocytes but not endothelial cells nor PBMCs could induce MMP-9 secretion.",0.24088975565216153
169,"However, neither MIF nor MMP-9 secretion was significantly induced in NS1-stimulated PBMCs compared to the controls (S5A and S5B Fig).",105,"In this study, we further demonstrated that the NS1 stimulation of leukocytes but not endothelial cells nor PBMCs could induce MMP-9 secretion.",0.24088975565216153
170,"To obtain the secretion profile of MMPs, we used an MMP antibody array to analyze which MMPs were increased by NS1 in PMA-activated THP-1 cells and leukocytes.",42,"To obtain the secretion profile of MMPs, we used an MMP antibody array to analyze which MMPs were increased by NS1 in PMA-activated THP-1 cells and leukocytes.",1.0000000000000002
171,"The results show that MMP-8, MMP-9, and TIMP-1 were increased in the culture medium of NS1-treated THP-1 cells and leukocytes (Fig 4E).",81,DENV NS1 induces MMP-9 secretion in THP-1 cells and leukocytes.,0.3426760418007526
172,"The results show that MMP-8, MMP-9, and TIMP-1 were increased in the culture medium of NS1-treated THP-1 cells and leukocytes (Fig 4E).",81,DENV NS1 induces MMP-9 secretion in THP-1 cells and leukocytes.,0.3426760418007526
173,"The results show that MMP-8, MMP-9, and TIMP-1 were increased in the culture medium of NS1-treated THP-1 cells and leukocytes (Fig 4E).",81,DENV NS1 induces MMP-9 secretion in THP-1 cells and leukocytes.,0.3426760418007526
174,"To confirm the activity of MMP-9, cell culture medium from NS1-treated PMA-activated THP-1 cells and leukocytes were analyzed using a gelatin zymography assay, which showed that NS1 induced both THP-1 cells and leukocytes to secrete pro-MMP-9 and activated MMP-9 (Fig 4F).",81,DENV NS1 induces MMP-9 secretion in THP-1 cells and leukocytes.,0.3340429368754011
175,"To confirm the activity of MMP-9, cell culture medium from NS1-treated PMA-activated THP-1 cells and leukocytes were analyzed using a gelatin zymography assay, which showed that NS1 induced both THP-1 cells and leukocytes to secrete pro-MMP-9 and activated MMP-9 (Fig 4F).",81,DENV NS1 induces MMP-9 secretion in THP-1 cells and leukocytes.,0.3340429368754011
176,NS1 induces MMP-9 secretion from human leukocytes but not HUVECs.,81,DENV NS1 induces MMP-9 secretion in THP-1 cells and leukocytes.,0.4682082080880531
177,"(A) HUVECs were treated with PBS or NS1 for the indicated times; then, the supernatants were collected for MMP-9 detection by ELISA.",12,"To further investigate the underlying mechanism of NS1-induced HPA-1 secretion, human umbilical vein endothelial cells (HUVECs) were stimulated with NS1 for various durations.",0.21426492651594958
178,"(B) Isolated human leukocytes (WBCs) and (D) PMA-activated THP-1 cells were treated with PBS or NS1, and the culture medium was collected at the indicated times.",42,"To obtain the secretion profile of MMPs, we used an MMP antibody array to analyze which MMPs were increased by NS1 in PMA-activated THP-1 cells and leukocytes.",0.2105739079171741
179,"(B) Isolated human leukocytes (WBCs) and (D) PMA-activated THP-1 cells were treated with PBS or NS1, and the culture medium was collected at the indicated times.",42,"To obtain the secretion profile of MMPs, we used an MMP antibody array to analyze which MMPs were increased by NS1 in PMA-activated THP-1 cells and leukocytes.",0.2105739079171741
180,"(C) Isolated WBCs were treated with PBS, NS1, or NS1 mixed with anti-NS1 antibodies for 24 h, and the concentration of MMP-9 in the culture medium was determined by ELISA.",73,"Moreover, HPA-1, MMP-9, and CD138 secretion after NS1 stimulation was blocked by MIF inhibitors or antibodies both in vitro and in mice.",0.19155544510034317
181,"(E) After PMA activation, THP-1 and primary isolated WBCs were subjected to the desired treatment.",68,"In addition, NS1 can induce the expression and activation of HPA-1, leading to endothelial glycocalyx degradation and hyperpermeability [18].",0.16130596595712066
182,"(E) After PMA activation, THP-1 and primary isolated WBCs were subjected to the desired treatment.",68,"In addition, NS1 can induce the expression and activation of HPA-1, leading to endothelial glycocalyx degradation and hyperpermeability [18].",0.16130596595712066
183,An MMP antibody array that detects various MMPs and TIMPs was used to assess the major subclass of MMPs induced by NS1.,42,"To obtain the secretion profile of MMPs, we used an MMP antibody array to analyze which MMPs were increased by NS1 in PMA-activated THP-1 cells and leukocytes.",0.404833498952055
184,"THP-1 cells or WBCs were stimulated with PBS or NS1; then, the culture supernatants were collected and analyzed for extracellular matrix proteins.",12,"To further investigate the underlying mechanism of NS1-induced HPA-1 secretion, human umbilical vein endothelial cells (HUVECs) were stimulated with NS1 for various durations.",0.17480089327313383
185,"THP-1 cells or WBCs were stimulated with PBS or NS1; then, the culture supernatants were collected and analyzed for extracellular matrix proteins.",12,"To further investigate the underlying mechanism of NS1-induced HPA-1 secretion, human umbilical vein endothelial cells (HUVECs) were stimulated with NS1 for various durations.",0.17480089327313383
186,"Membranes of the human MMP antibody array were probed with the supernatant collected from bovine serum albumin (BSA)-treated THP-1 cells, BSA-treated WBCs, 20 μg/ml NS1-treated THP-1 cells or NS1-treated WBCs.",93,"Furthermore, the knockdown of MIF decreased NS1-induced MMP-9 secretion from THP-1 cells (Fig 6B), and the culture supernatant from shMIF THP-1 cells failed to increase endothelial permeability or CD138 shedding (Fig 6C and 6D).",0.18521544421580266
